"Event.Index","UTC.Timestamp","UTC.Date","Local.Timestamp","Local.Timezone","Local.Date","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Task.Name","Task.Version","checkpoint.ck2j","checkpoint.l3jo","checkpoint.r1eg","branch.vth2","Randomise.questionnaire.elements.","Question.Key","Response"
"22",1619115659107,"22/04/2021 18:20:59",1619115658899,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-1","SD"
"23",1619115659170,"22/04/2021 18:20:59",1619115658900,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-2","SD"
"24",1619115659170,"22/04/2021 18:20:59",1619115658900,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-3","MD"
"25",1619115659170,"22/04/2021 18:20:59",1619115658900,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-4","MD"
"26",1619115659170,"22/04/2021 18:20:59",1619115658900,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-5","MD"
"27",1619115659170,"22/04/2021 18:20:59",1619115658900,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-6","MD"
"28",1619115659170,"22/04/2021 18:20:59",1619115658901,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-7","N"
"29",1619115659170,"22/04/2021 18:20:59",1619115658901,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_NegativeExposure-8","MD"
"30",1619115659170,"22/04/2021 18:20:59",1619115658902,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-1","SD"
"31",1619115659170,"22/04/2021 18:20:59",1619115658902,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-2","MD"
"32",1619115659170,"22/04/2021 18:20:59",1619115658902,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-3","MD"
"33",1619115659170,"22/04/2021 18:20:59",1619115658902,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-4","MA"
"34",1619115659170,"22/04/2021 18:20:59",1619115658902,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-5","N"
"35",1619115659170,"22/04/2021 18:20:59",1619115658903,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Trade-Offs-6","N"
"36",1619115659170,"22/04/2021 18:20:59",1619115658903,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-1","N"
"37",1619115659170,"22/04/2021 18:20:59",1619115658903,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-2","MA"
"38",1619115659170,"22/04/2021 18:20:59",1619115658903,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-3","SA"
"39",1619115659170,"22/04/2021 18:20:59",1619115658904,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-4","MD"
"40",1619115659170,"22/04/2021 18:20:59",1619115658904,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-5","MA"
"41",1619115659170,"22/04/2021 18:20:59",1619115658904,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_Nurturance-6","MD"
"42",1619115659170,"22/04/2021 18:20:59",1619115658904,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_FemaleRoleBeliefs-1","SD"
"43",1619115659232,"22/04/2021 18:20:59",1619115658904,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_FemaleRoleBeliefs-2","SD"
"44",1619115659232,"22/04/2021 18:20:59",1619115658905,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_FemaleRoleBeliefs-3","SD"
"45",1619115659232,"22/04/2021 18:20:59",1619115658905,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_FemaleRoleBeliefs-4","SD"
"46",1619115659232,"22/04/2021 18:20:59",1619115658905,1,"22/04/2021 19:20:58",37327,10,"questionnaire-7w8d",NA,12116082,3658502,NA,"complete",NA,"6081b9d91bbfa8c830f8292f","computer","Desktop or Laptop","Windows 10","1280x1024","1263x913","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","END QUESTIONNAIRE","190170"
"1",1619115515511,"22/04/2021 18:18:35",1619115515398,1,"22/04/2021 19:18:35",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1920x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","BEGIN QUESTIONNAIRE",""
"2",1619115809952,"22/04/2021 18:23:29",1619115809837,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-1","MA"
"3",1619115810073,"22/04/2021 18:23:30",1619115809838,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-1-quantised","4"
"4",1619115810073,"22/04/2021 18:23:30",1619115809838,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-2","MA"
"5",1619115810073,"22/04/2021 18:23:30",1619115809838,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-2-quantised","4"
"6",1619115810073,"22/04/2021 18:23:30",1619115809838,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-3","N"
"7",1619115810073,"22/04/2021 18:23:30",1619115809838,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-3-quantised","3"
"8",1619115810073,"22/04/2021 18:23:30",1619115809838,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-4","N"
"9",1619115810073,"22/04/2021 18:23:30",1619115809838,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-4-quantised","3"
"10",1619115810073,"22/04/2021 18:23:30",1619115809838,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-5","MD"
"11",1619115810073,"22/04/2021 18:23:30",1619115809838,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-5-quantised","2"
"12",1619115810073,"22/04/2021 18:23:30",1619115809839,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-6","MD"
"13",1619115810073,"22/04/2021 18:23:30",1619115809839,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-6-quantised","2"
"14",1619115810073,"22/04/2021 18:23:30",1619115809839,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-7","Strongly Disagree"
"15",1619115810073,"22/04/2021 18:23:30",1619115809839,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-7-quantised","1"
"16",1619115810073,"22/04/2021 18:23:30",1619115809839,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-8","Strongly Disagree"
"17",1619115810073,"22/04/2021 18:23:30",1619115809839,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-8-quantised","1"
"18",1619115810073,"22/04/2021 18:23:30",1619115809839,1,"22/04/2021 19:23:29",37327,10,"questionnaire-7w8d",NA,12116112,3658511,NA,"complete",NA,"6081b9c1931f5ab62cb2e157","computer","Desktop or Laptop","Windows 10","1920x1080","1903x949","Did questionnaires","Attitudes towards babies",7,"Consented","Did tasks","Did questionnaires","English withPartner NoChildren","No","ATB_PositiveExposure-9","N"
